FirstLayer_task_speed_factor_1,FirstLayer_task_speed_factor_2,FirstLayer_task_speed_factor_3,FirstLayer_task_speed_factor_4,FirstLayer_task_speed_factor_5,FirstLayer_task_share_factor_1,FirstLayer_task_share_factor_2,playerName,POSTU3,FirstLayer_arg_freq_factor_1,FirstLayer_arg_freq_factor_2,FirstLayer_arg_freq_factor_3,FirstLayer_arg_speed_factor_1,FirstLayer_arg_speed_factor_2,FirstLayer_arg_speed_factor_3,FirstLayer_arg_share_factor_1,FirstLayer_arg_share_factor_2,FirstLayer_hotkey_freq_factor_1,FirstLayer_hotkey_speed_factor_1,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_freq_factor_1,FirstLayer_dialogue_freq_factor_2,FirstLayer_dialogue_freq_factor_3,FirstLayer_dialogue_freq_factor_4,FirstLayer_dialogue_freq_factor_5,FirstLayer_dialogue_freq_factor_6,FirstLayer_dialogue_freq_factor_7,FirstLayer_dialogue_speed_factor_1,FirstLayer_dialogue_speed_factor_2,FirstLayer_dialogue_speed_factor_3,FirstLayer_dialogue_speed_factor_4,FirstLayer_dialogue_speed_factor_5,FirstLayer_dialogue_speed_factor_6,FirstLayer_dialogue_speed_factor_7,FirstLayer_dialogue_speed_factor_8,FirstLayer_dialogue_speed_factor_9,FirstLayer_dialogue_share_factor_1,FirstLayer_dialogue_share_factor_2,FirstLayer_dialogue_share_factor_3,FirstLayer_dialogue_share_factor_4,FirstLayer_dialogue_share_factor_5,FirstLayer_dialogue_share_factor_6,FirstLayer_behaviorType_freq_factor_1,FirstLayer_behaviorType_freq_factor_2,FirstLayer_behaviorType_speed_factor_1,FirstLayer_behaviorType_share_factor_1,FirstLayer_map_share_factor_1,FirstLayer_map_duration_factor_1,FirstLayer_itemInter_freq_factor_1,FirstLayer_itemInter_freq_factor_2,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_freq_factor_4,FirstLayer_itemInter_freq_factor_5,FirstLayer_itemInter_freq_factor_6,FirstLayer_itemInter_freq_factor_7,FirstLayer_itemInter_freq_factor_8,FirstLayer_itemInter_freq_factor_9,FirstLayer_itemInter_freq_factor_10,FirstLayer_itemInter_freq_factor_11,FirstLayer_itemInter_speed_factor_1,FirstLayer_itemInter_speed_factor_2,FirstLayer_itemInter_speed_factor_3,FirstLayer_itemInter_speed_factor_4,FirstLayer_itemInter_speed_factor_5,FirstLayer_itemInter_speed_factor_6,FirstLayer_itemInter_speed_factor_7,FirstLayer_itemInter_speed_factor_8,FirstLayer_itemInter_share_factor_1,FirstLayer_itemInter_share_factor_2,FirstLayer_itemInter_share_factor_3,FirstLayer_itemInter_share_factor_4,FirstLayer_itemInter_share_factor_5,FirstLayer_itemInter_share_factor_6,FirstLayer_itemInter_share_factor_7,FirstLayer_itemInter_share_factor_8,FirstLayer_itemInter_share_factor_9,ThirdLayer_inter_factor_14,upstreamArgScore,FirstLayer_itemInter_freq_factor_12,FirstLayer_itemInter_freq_factor_13,FirstLayer_itemInter_freq_factor_14,FirstLayer_itemInter_speed_factor_9,FirstLayer_itemInter_speed_factor_10,FirstLayer_itemInter_speed_factor_11,SecondLayer_task_inter_factor_1,SecondLayer_task_inter_factor_2,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_1,SecondLayer_arg_inter_factor_2,SecondLayer_arg_inter_factor_3,SecondLayer_hotkey_inter_factor_1,SecondLayer_hotkey_inter_factor_2,SecondLayer_tool_inter_factor_1,SecondLayer_tool_inter_factor_2,SecondLayer_dialogue_inter_factor_1,SecondLayer_dialogue_inter_factor_2,SecondLayer_behaviorType_inter_factor_1,SecondLayer_behaviorType_inter_factor_2,FirstLayer_tool_freq_factor_1,FirstLayer_tool_freq_factor_2,FirstLayer_tool_share_factor_1,FirstLayer_tool_share_factor_2,FirstLayer_tool_speed_factor_1,FirstLayer_tool_speed_factor_2,SecondLayer_dialogue_inter_factor_3,SecondLayer_dialogue_inter_factor_4,SecondLayer_dialogue_inter_factor_5,PREU3,ThirdLayer_inter_factor_1,ThirdLayer_inter_factor_2,ThirdLayer_inter_factor_3,ThirdLayer_inter_factor_4,ThirdLayer_inter_factor_5,ThirdLayer_inter_factor_6,ThirdLayer_inter_factor_7,ThirdLayer_inter_factor_8,ThirdLayer_inter_factor_9,ThirdLayer_inter_factor_10,ThirdLayer_inter_factor_11,plantScore,ThirdLayer_inter_factor_12,ThirdLayer_inter_factor_13,crateDeliveryScore,ThirdLayer_inter_factor_15,ThirdLayer_inter_factor_16,ThirdLayer_inter_factor_17,ThirdLayer_inter_factor_18,ThirdLayer_inter_factor_19,SecondLayer_Item_inter_factor_1,SecondLayer_Item_inter_factor_2,SecondLayer_Item_inter_factor_3,SecondLayer_Item_inter_factor_4,SecondLayer_behaviorType_factor_1,SecondLayer_behaviorType_factor_2,SecondLayer_mapEx_inter_factor_1,SecondLayer_tool_inter_factor_3,SecondLayer_arg_inter_factor_4,SecondLayer_dialogue_inter_factor_6,SecondLayer_Item_inter_factor_5,SecondLayer_Item_inter_factor_6
0,0,-5.610293843,-0.987207226,0,0,0,65,High,3.251038744,1.851365045,0,0,0,0,0,0,4.842731,7.5233335,-10.395252,-0.458008326,-0.088851285,0.19283337,0.07504205,-0.053488107,-0.026188741,-0.047364759,0.322291724,-0.274923725,0,1.683057918,-1.989897193,2.042870507,3.219656598,0.939064416,0,-2.230019398,0,0,0,0,0,-0.131195519,-1.466051261,0.602142168,0.125738524,Large,Small,0.262046764,-0.240976361,0.439990968,-0.223275381,0.126473235,-0.098792787,-0.751913392,-1.334628649,-2.565271732,0.038532999,0.220217864,2.296576253,-1.238597198,0.774276453,-0.392139673,0.019281119,1.08204514,-0.169857211,3.199417695,-0.793922163,1.653629277,0.058149384,-1.367590968,-0.459191874,0.423403182,2.259533188,1.322971365,0.64014592,0.074486153,-1.328380554,-1.979232803,0.258774602,-0.54178966,-0.378655597,-1.484744721,0.666743065,1.910849074,-3.971767351,0.23933323,-1.519546722,0.916727289,0.133188917,-0.493780139,0.44349364,0.447858895,0.007166454,0.743181448,2.194643097,-2.712326079,0.509999409,0.58432359,0.630748525,-1.08098175,5.12292,0.9018506,4.235781,High,Low,Low,Low,1.145121306,-0.117517006,-0.81138102,-0.719908447,-1.221983427,0.219064705,-0.293607214,0.651416183,1.092872101,0.125167802,-0.202005603,-0.993744942,-0.548547594,0.672835438,1.113419329,0.773416879,-1.453007964,-0.080077529,-0.565137373,-0.431322403,0.339237209,0.127981491,-0.411034954,-0.077240835,-0.479845373,-1.002035492,0.362781685,-0.483003199,0.048943234,-0.289777931,0.148381945,0.482655181
0,0,0,2.385892203,-1.222629839,0,0,66,High,0,0,0,3.008275942,0,1.649131576,0,0,4.383131,12.407028,5.3588347,-0.329062137,-0.080084431,-0.005831733,0.159103338,0.277785512,0.229928892,-0.246226862,0.19854426,-0.02217961,0,3.576933905,0,0.602381635,2.41302507,3.170496071,-0.695096721,0,0.973417516,0,0,0,0,2.031291136,0.106903886,-0.027766602,0.123500045,Large,Large,0.117334979,-1.462419184,3.007044425,0.423610815,0.316651466,1.479390927,-1.029577288,-0.043978453,-1.350546922,-2.057191607,-0.66057521,0.856504887,-0.413875841,-0.311096368,0.506291392,0.221386587,1.10956171,-1.728926747,2.44776771,1.779997544,0.261769574,-1.162795538,-3.997095541,0.849291524,-0.345666019,-1.12127064,0.958732039,-0.795364369,0.441351938,0.114040067,-0.849966165,1.699617126,-0.172233077,1.841990754,-0.531839794,1.72370271,-0.011910316,-2.616537772,-3.622844498,-0.806676248,-0.397439725,2.034389722,2.058772608,-0.374993287,1.066944335,0.365061828,0.055346705,1.781420235,-5.059085557,0.60459425,0.202536959,-0.815786811,-0.468730086,-5.993531,-1.2750036,5.485841,High,Low,High,Low,1.141156588,0.319124613,-0.196779602,-1.135060555,-0.681948548,-0.16961869,1.483202305,1.683531084,0.018981706,1.25637046,-0.300734006,0.318770822,-1.730401236,0.127554741,0.009523073,0.897565491,0.689984962,-0.969970641,-0.52456307,-0.154845508,0.055565299,-0.391117927,-0.728318992,-0.419546654,0.160352994,0.018071379,0.934676511,0.164072715,-0.198942508,-0.395606152,1.638972211,0.224203756
-4.117155156,-0.022883783,0,0,0,0,0,67,High,0,0,0,1.501386417,0,0,0,2.398033726,-12.527438,-9.019584,3.6457775,-0.54242771,0.06320166,-0.086317977,0.10406015,-0.058006304,-0.062216179,0.065726729,0.134330813,-0.238171883,0,1.789227389,1.142328944,-0.473108652,4.090809232,0,0,-3.200290947,-1.867433008,0,0,0,0,-2.015982206,0.229171872,0.805175178,1.903696399,Small,Large,-0.050865577,-1.930994658,1.884893613,2.42017731,0.479333486,-1.619795019,-0.666637458,-0.845926335,1.685504859,1.266606778,-0.795368646,-1.287663506,0.467882469,-0.564763451,1.747068401,-0.111305842,0.127544069,0.054092908,0.863639492,-0.048792271,0.350995604,1.076979115,-1.154244075,-0.862442345,0.501568955,1.025144099,0.034481006,0.300311319,-0.091643568,-0.882597941,-0.01209917,1.899615738,0.131461179,2.19399906,-0.05979738,1.690957708,1.76158268,0.301804497,1.86665699,0.222874803,-0.85425257,-0.738950303,-0.002724405,0.44349364,-0.179971316,-1.019089316,0.02020803,-0.707249168,-2.239035602,-1.705555608,-1.657444166,0.001968901,1.487900935,-4.866503,-6.0867643,3.1403887,High,Low,Low,High,0.176661324,0.030723778,0.312383605,-0.841744832,1.197725919,0.56573901,-0.614750306,0.732316149,-0.566227512,0.057632529,-0.098328256,-0.555370796,-0.599298651,-1.441184122,0.944660242,0.517535373,-1.264326214,-0.635601773,0.107525304,-0.708089276,-0.665899629,1.013515916,1.301163614,-0.076421161,-1.135525705,0.960129234,-0.331288555,-0.877813606,0.683878134,-1.411264446,0.132172919,1.428377385
0,0,0,-0.20415102,0.629740898,0,0,68,High,0,0,0,0,0,0,4.275073875,1.55909871,-13.929861,17.071167,70.6127,-0.387841095,-0.024532832,0.080557043,-0.418283681,-0.226854524,0.161430789,-0.025038696,0.251052505,0.017326843,0,0.791394175,-4.750510921,0,-4.837434051,0,0,0,1.998655284,0,-3.797314225,2.608560424,0,0.095267745,-0.525129524,0.463376528,0.918077557,Small,Small,-0.021782635,-2.410607837,-0.538798307,0.191761196,-0.01797824,-2.037383096,-0.84094666,0.516418695,2.04944855,-1.005939823,0.768318262,-1.473828161,1.358237963,-1.011943418,-0.277179808,-0.344992779,1.997633706,-0.312327427,1.834251111,0.559673974,0.625234272,0.371728708,0.416665206,-0.68838565,0.009948636,-1.369342033,1.90462721,-0.54220368,-0.040619531,0.439790872,0.963835283,-0.55505279,-0.152283042,-0.370170524,0.885127212,-0.490526828,1.435577372,-0.109008772,0.949812813,-0.953615871,0.398870484,-0.44066961,-0.585602848,0.399548903,0.047040291,0.205563997,-0.873117712,-1.056988066,0.230717635,-0.777076281,-0.179249672,-0.867605601,0.258754094,-4.7063766,-2.3502486,6.391118,High,Low,Low,High,0.071977159,-1.165172469,-0.676233768,0.058666013,0.846572183,-0.453207569,1.028316776,-1.469247526,0.450359264,-0.822315108,-0.312555181,0.327958701,0.423612501,-0.353474847,1.536584671,0.675769792,-0.487256684,-0.071265956,-0.347141324,-0.428103145,-0.182823111,-0.902307295,0.121120493,-0.343950645,0.885415294,0.682199548,-0.023997595,0.285644528,0.184560822,-0.242933557,-1.184056377,0.122869952
-4.117155156,-0.022883783,0,0,0,0,0,69,Low,0,1.283557642,0,1.650582825,0,0,0,0,-12.376301,3.487601,-7.3893604,-0.360776989,-0.219429015,0.158380627,0.047897187,-0.249679304,0.08580881,-0.230050614,0.321138809,0.129741104,-0.401507159,0,-4.135315207,2.624845537,-1.322945712,0,0,0,0,0,1.342767422,3.094941221,0,-0.36229056,1.453069343,0.302672002,1.190237115,Small,Small,0.368667349,-1.33878913,1.691230147,0.739905777,1.542226057,-1.13748163,1.633306538,0.084479806,1.154326816,-0.354525905,-0.43172154,-0.855945547,0.132128286,-0.442357728,-1.007065361,0.637880977,0.201298949,-0.463516278,1.349516197,0.017730464,0.625234272,0.314631237,-0.287763607,0.525785607,-1.179937619,2.089072365,-0.1190897,0.130315005,0.297736341,-0.800937902,-0.605603294,0.213032359,-0.424297299,0.106523452,-0.651697515,1.534268117,1.654800689,-0.520918827,0.368958169,0.44861548,0.438248431,0.540931099,-0.52710749,-0.556236521,-0.535644496,0.271298859,-0.084131209,1.806352241,-0.949291726,0.319020562,0.966110221,-2.360093913,0.11207601,-24.579178,-35.6117,-181.51889,High,Low,High,High,0.361633419,0.023257373,-0.680343414,-0.515611233,0.409699834,0.466390983,0.080083617,0.267081772,-1.326300057,0.686110304,0.803903439,0.299770233,-0.237629693,1.112586528,0.557330824,-0.020168768,-0.377729857,-0.191921042,-0.377018546,-0.073851699,0.798287795,0.372155604,0.313007764,-0.014758106,1.600232834,-1.234035142,-0.162565435,-2.075036302,2.36708053,-1.168169026,-1.09166176,-0.087394135
-4.117155156,-0.022883783,0,0,0,0,0,70,High,0,2.680464178,1.148219046,0,0,0,0,0,1.077985,-6.581756,-7.463775,-0.285850673,-0.140586656,0.000534539,0.210770715,0.129135362,-0.006053112,-0.219907431,-0.006271054,0.021596876,-4.974561323,3.317007348,0,-1.096094833,0,0,-1.266954264,3.912865147,0,0,0,6.181608009,0,0.107449675,-0.296202563,-0.662547132,0.256117837,Small,Small,-0.630497654,-1.822496435,-2.953811743,-3.371684548,0.643299824,-1.318533743,-1.563649573,-1.044005069,1.841430063,2.643651532,0.427972106,-0.59613024,1.510427025,-0.345900375,-0.631853832,-0.499642743,1.266432339,0.301565125,0.500248158,-0.129536703,-0.154707343,0.537568217,0.151380874,-0.802318291,0.316150604,-1.284090475,2.005422816,-0.879841831,0.614158717,-0.36528956,-0.003281086,0.476337898,-0.01227676,0.924818336,1.21906943,0.032958472,-0.744553054,0.05913683,0.080504634,4.431199842,0.265635081,-0.711210068,-4.688133559,-0.269030167,1.099997274,0.123886603,-0.576875035,-4.904528517,4.087554193,-0.947948951,0.202536959,-0.923615537,-0.123032537,-4.2618356,-0.48332328,3.466429,Low,High,Low,High,-0.498555168,0.664268119,-0.90911674,-0.03234957,1.133148332,-1.586214518,-0.756241932,0.351726132,-0.435280313,-0.93579331,-0.521007212,-0.488771398,-0.075230532,0.24242916,-1.83797147,-0.464589419,1.82753822,0.079027836,-0.372713473,-2.529611895,-0.019881547,-0.148038345,-0.531926783,-0.739330426,1.470790168,-0.416486104,-1.828524734,-0.891372314,1.626123755,-0.348245588,-0.77874865,0.247095164
0,0,0,-6.393445302,0,0,0.220313995,71,High,-1.729823291,1.772320299,0,0,0,0,0,0,3.3074386,5.340139,-0.7164952,0.845615351,-0.203770612,-0.056621624,0.174381018,-0.005526905,0.066813614,-0.087202286,0.092744446,-0.099099451,0,-0.85990381,-1.729826236,0,-2.300791753,-0.745749401,0,0,0,0,-1.980946578,0,-6.008627647,1.733100439,-0.400315828,-0.714658684,-0.648686729,Large,Small,-2.172628616,1.326094811,0.623111656,-0.066343699,1.461500861,0.776745649,-1.12863088,2.044693932,-0.766384959,0.612763768,-1.94226305,-0.117300872,0.321944974,-0.882331555,0.974347952,0.146444099,0.219737669,1.177499507,2.337977219,-1.658258664,-2.051148095,1.372254643,0.634942939,0.00501919,1.419520228,-0.131390264,0.962054948,0.659760259,0.152168218,-0.167884922,-0.60659908,0.042636468,0.621241905,-0.337530184,-0.451256311,0.535071518,0.792878414,0.690201722,1.474163832,0.244719201,1.138650003,-0.960113203,-0.90013309,-0.324239616,-1.233575614,0.194196695,-0.592407256,-3.294655038,-3.316189792,-0.944708688,-0.179249672,1.547965142,-0.471051843,2.4208283,-5.1135798,6.937615,Low,Low,High,High,-1.165711651,0.352796701,-0.736868329,-1.40295074,-0.145032727,0.091347797,-0.163260949,-1.070046731,0.391113766,0.299163335,0.508152296,-0.303626244,-5.49E-05,0.200923823,0.234786077,-0.480492632,0.174838964,0.145580969,-1.938696297,1.583302649,-0.519854594,0.237031717,-0.809559611,0.407936793,0.338046682,0.469556059,-0.329608996,-1.793637819,-0.00166928,-0.135533674,0.154570391,1.670321152
-4.117155156,-0.022883783,0,0,0,0,0,72,High,0,0,-3.359411034,0,0,0,3.591656989,0,1.0266832,9.299063,6.0332294,-0.147931917,-0.402327476,0.251113523,-0.024611869,0.000634836,0.154275329,-0.037679824,0.046971298,-0.187964788,0,4.965742759,-0.591947359,0,0,-2.302277331,-0.766580537,2.864867701,0,-5.542160971,0,0,0,2.496959119,0.564475061,-0.959848627,-0.308519227,Large,Small,-1.121202181,-2.3018799,0.104689303,-0.5059851,-0.38379113,1.773856478,0.17376532,2.091375253,-3.550061474,-2.456532989,1.92453234,-2.313259309,-1.536284717,0.225505246,-3.573355024,-0.120214333,1.629172534,0.830855494,0.344742384,-0.459212404,-0.448102271,0.462097018,-0.8182937,2.126883084,-2.614624246,0.214477536,0.652308872,-0.709841295,1.511688147,-1.076460616,-3.974380765,-0.4259664,-2.017512235,0.723651207,-1.070596167,1.828409348,1.805935775,2.490442501,-0.052634893,1.248815345,0.33846154,-1.668426045,-1.952842251,0.539565261,0.882827166,0.418257804,0.009896711,-1.302315654,-1.341599664,-0.152883808,-0.536560288,1.01812457,-0.084621698,-5.146067,-7.8393755,-8.824367,High,Low,High,High,-0.412166971,-0.224539145,-1.70926484,0.138529697,-1.646411599,-0.804700011,1.5333286,0.185550025,-0.740085297,0.640440988,-0.538976935,-0.99888847,-0.052832856,-0.771621556,0.653175182,1.496073588,0.273053447,-0.996511396,-0.358884802,-0.654733986,0.92190974,1.359983855,-1.378343976,2.562094968,0.24858508,-1.536830772,-1.316142588,-1.256411929,-0.961934161,-0.324760457,0.132050426,-2.23196624
0,0,0,0,-2.393824226,0,-3.890270733,73,High,0,0,1.808803224,0,1.610765475,0,0,0,-5.2846875,-14.15027,-1.778772,-0.407026282,-0.04084389,-0.247755898,-0.14209376,-0.402337331,-0.087675536,0.123472575,0.163590875,-0.187302538,0,0,0,-4.042978897,-3.275217394,0,0,0,1.800680134,1.284789828,-1.361216999,-3.312543385,0,1.465444368,0.844994565,1.271967936,0.028736664,Small,Large,-0.471861885,-1.547787972,0.506842572,0.746996983,-0.181753615,-0.128983652,0.473582704,-0.972081095,0.328722731,0.419293472,0.005842397,0.937422599,1.17701846,0.29519285,-0.993107274,0.475712546,1.210354604,-0.489531368,-0.232436814,1.287887537,0.321533076,-0.251377768,1.398275644,1.136721467,-1.676674042,-0.96564709,0.017811555,-1.80204042,0.999952308,0.716553794,-0.623984163,1.744471157,-1.196155733,-0.314466502,0.202188934,-0.275323026,-0.309434929,-1.711275574,-1.452735685,-0.988333426,-0.728480289,0.531422146,-0.743434599,-1.981284135,1.058642487,1.727868974,0.012542246,-0.450043631,0.155275483,0.424184595,-0.179249672,-0.90744731,0.950149192,5.389599,8.101282,4.8715773,High,High,High,High,0.224741515,0.455117061,0.244852288,-0.546565036,0.598062203,-0.002825852,0.008269294,-1.185372417,-0.777115181,0.592630477,-0.122757937,-0.448269827,1.343367875,-0.030579902,0.801618199,-0.239624474,-0.000411751,-0.931243275,-0.183961851,-1.664455538,-1.254652015,-0.94103851,0.284471529,-0.469885109,-0.375347064,0.421712927,-0.181898139,0.503978081,-0.351846652,1.434620238,-0.882463884,-1.710041141
0,0.708454428,0,0,0,-2.380884513,0,74,Low,0,-2.769202856,0,1.460633999,0,0,0,0,9.626544,-9.080271,-2.4579391,-0.235786782,-0.244041218,0.209346769,0.536359958,0.245333182,-0.02574281,-0.121956967,0.231446547,-0.185779665,0,0,0.572961898,0,0,0,-0.519143159,0,1.143720727,0,6.439721539,1.571915272,0.857799119,-1.738230542,-1.512335964,-0.886562832,-0.560310192,Large,Small,0.180326459,-0.721300346,0.782098303,0.136717824,-0.749705855,-0.00189075,-0.078659336,-0.92791585,1.268586334,-0.30113311,0.337880762,-0.743015099,0.711854091,0.481015613,0.030226656,-0.241892803,0.256615109,3.037873486,4.051759814,-1.302550738,-0.154707343,2.183771213,-0.316969567,-0.553410454,0.152277165,-0.994904127,1.837430139,-1.998485032,0.723826197,-0.025117275,-0.687403327,1.679359672,-0.1761502,3.067819982,0.951348383,2.149955533,-0.787058338,0.659917949,0.555686333,-0.467220558,0.523385022,0.87171736,0.313504852,-1.673058042,2.14428577,0.241400554,0.363509303,-0.908427907,-3.171606259,1.766500108,-0.179249672,0.014412821,0.028289061,10.335508,6.965473,-0.7014213,High,High,Low,High,0.47928042,2.295895736,-0.377136228,-0.298759634,1.137682857,-0.469165079,0.139947052,0.484266594,0.723814036,0.063096743,-0.140520468,-0.999021291,-1.075899491,-0.166832491,0.353965845,-0.71976071,0.172048092,0.37715182,0.323973174,0.772163225,0.630954771,0.363660523,1.09240954,-0.067152021,1.106235033,-1.005838012,-0.522693195,0.573062836,-0.908585085,0.517641517,1.673464177,0.313941825
0,-1.477170991,0,0,7.657495098,0,0,75,High,3.831401253,0,-2.261805868,0,0,0,0,0,7.5132303,-6.261508,7.2423873,-0.127691027,-0.03553909,-0.088901088,-0.292252165,0.327772869,-0.199419214,-0.242696654,0.110443566,-0.287049934,0,0,-1.267428396,3.577431225,0,0,4.790750005,0,1.830540375,0,1.570208326,0,1.927273457,0.342184884,-0.710957424,0.09219129,-1.050738607,Small,Small,1.21253041,3.620864226,-1.340047027,-4.054913318,3.14158804,1.993642654,1.138209354,2.217204933,-2.168707707,-3.422383207,2.527187974,-0.649139105,-0.814444671,-0.896559773,1.976921649,4.55098903,0.688378302,-3.282968445,-0.838303951,2.341807971,0.475737709,-3.404658672,3.502724945,-2.600540542,0.119702539,7.290428423,-1.478315566,0.038859926,1.969888125,2.662931764,0.176547978,1.037867315,2.474921189,-3.244978552,-2.320874699,-0.486575244,1.230409192,-0.092780884,-3.770632163,-3.460759091,2.179537235,-2.182730307,1.815140664,0.895827164,-2.511705475,-2.223182816,3.012712118,0.129824446,-4.100855501,-1.196241649,-0.918346919,0.140367517,-0.010121777,3.6186018,8.749794,0.8861754,High,Low,Low,High,0.733203675,-1.510385109,0.596754172,0.016623657,-0.826082368,0.194656979,2.033238216,0.598447553,0.821686824,-2.130946068,4.346906369,-1.338401345,2.820698518,-0.9351628,0.486278874,0.704287162,0.215207246,1.80397143,0.687761862,2.561850505,-0.931966624,-0.631313153,-0.94434333,-0.091309762,0.559174645,0.279347461,0.034761661,1.825279824,0.131962088,-0.819398135,1.814450647,-1.17848332
0,-5.718365532,0,0,0,0,-0.733343494,76,High,0,0,0,-1.672215269,0,-0.844083567,0,0,3.239142,-4.793028,12.070437,0.802252003,-0.336434564,-0.103202928,0.166794915,0.129634005,-0.077952355,-0.132194363,0.103285862,-0.017538903,0,6.547447163,0,0,2.178897593,0,-0.455997455,2.450654534,0,-4.454380929,0,0,-7.273222909,1.806377443,-0.637229876,1.029361339,-0.204324697,Large,Small,-1.470854658,3.763308448,-1.799511512,-0.324380304,-2.807979043,0.46403678,4.210113479,-0.878042606,1.131135233,0.559197427,3.495725461,3.33166467,-0.946243837,1.699493216,5.48541861,0.256931599,-2.431104046,-1.766998508,-0.278899983,1.44090108,0.979300126,-0.46051192,0.207634981,0.490085388,-0.947355002,1.428088904,-1.325802314,0.434520308,3.484195811,4.217314955,-0.639499938,-0.216349246,-0.113865522,0.758599095,2.785453742,-1.919543311,-3.455742882,0.561057593,-0.570242825,-1.046849377,-1.124368881,0.133093025,2.336751177,-1.1698903,1.726445821,1.203500886,0.854245302,-0.850756463,4.005785372,-1.573699204,-4.183094492,4.114309787,-2.072698287,-6.0841165,-7.9803686,-6.172051,Low,Low,Low,Low,-0.554907781,0.744188762,2.962111956,1.758284119,1.011121247,0.682645847,0.116587209,2.076865926,0.657031691,1.565302271,0.2342376,0.337965287,0.383552275,-4.504130214,0.748674041,0.147792938,0.782676401,-0.155217841,-2.123714866,-0.614222999,-0.712976799,-0.220049986,-1.744387421,1.62493747,0.125575149,0.534659371,0.222761283,0.675275871,1.839658453,0.04226334,1.037909947,0.263240399
0,0,0,0,0.909086879,0,-0.827607424,77,Low,0,0,0,0,0,2.629713186,0,4.305268808,107.84992,39.99977,43.300957,-0.459499064,-0.10812819,-0.125048868,-0.073347361,-0.467878408,-0.051301255,-0.070955476,0.099926557,0.268583563,0,0,0,0,1.075752987,0,-0.73670373,0,0,-1.699485033,-0.799600085,-0.159534013,2.956827629,0.518437354,-0.945308561,2.13559067,0.53419847,Small,Small,-0.737233814,-1.684711179,0.275964922,1.676042472,-0.98638454,-1.267034537,2.02345741,-1.838990169,0.022924501,-1.262146493,2.638295972,0.320924308,-0.61943455,1.636362665,1.813595636,-0.293442791,-0.905024244,1.007652499,0.520499498,-0.129985432,1.89158135,0.233526497,-1.458712684,-0.52568752,-0.338736292,-0.038296554,-0.511190883,1.526328514,1.553415974,0.409732828,-1.418283979,-1.005113829,-1.782358297,0.89162067,2.061480765,-0.604676289,-0.698557818,0.573584408,-0.246105939,0.05122739,-0.99150154,-0.904681581,0.03804991,-0.269030167,0.964501155,1.313307171,-0.085623187,-1.850827932,4.143132439,0.672169001,0.966110221,-1.000926466,-1.040249154,-22.437922,-67.13426,-8.78762,High,High,Low,High,-0.081278244,-0.027117741,-0.194054581,1.147776935,-0.598402397,0.909062238,0.676149448,0.441799432,2.413423195,-0.329744881,-0.189206247,1.480249677,-0.256335205,1.161730647,1.068846303,-0.419922486,-0.704641283,-0.15211079,1.420882735,-1.730411401,-0.693433774,-0.203125188,0.500597744,0.279469463,-0.286025554,1.621800447,0.094018787,-2.400986935,-0.603075904,-0.038625288,-0.838943105,-0.012046985
0,-0.547435241,0,0,0,0,-2.811574852,78,High,-3.393234274,0,0,0,0,1.872203975,0,0,0.47672662,4.524679,-2.78069,-0.218042905,-0.104934282,0.284808085,-0.025981053,-0.131676499,0.021065393,0.025818541,0.102445734,0.075496559,-11.26776624,0,0,-0.360336153,0,-5.349849873,0,0,1.654171035,0,0,-1.002066817,-1.370210564,3.055519898,1.192548537,-0.340168395,-0.588765234,Large,Small,-1.094684596,-0.975188923,2.09306199,0.002035649,-2.545461897,-0.766259593,1.335868842,-1.350166536,0.414669472,-0.247605771,1.869141365,-1.84300676,0.354999369,0.759031516,1.991893028,0.979984176,0.218976093,-1.338930813,-0.44294467,1.504494166,-0.018774585,2.750448208,0.353160168,-0.093776931,0.172185049,1.738132563,-0.815839889,-1.108745849,1.101191079,1.546742166,-1.651682885,2.535828113,1.275623904,2.682298443,3.117988225,2.453193739,1.899525716,1.931369285,0.407957571,0.61296995,-0.805413867,-0.304002138,0.459534504,-0.765308428,1.225139918,-0.666841199,-0.289446546,0.682926906,-3.375928979,0.18195598,0.202536959,-0.632567278,-0.238265053,-2.9486296,-7.2553496,0.8513182,High,High,High,High,-0.298296749,0.283064723,1.407736463,0.164493428,1.364626794,-0.259122304,-0.137892685,0.627510951,-0.74920202,0.338706954,-0.776275199,0.614035765,0.675782028,0.213558697,0.064954743,2.174934978,-0.11565781,-0.020684678,0.099213283,0.609010623,0.894327795,-0.438711787,0.10052557,-1.084521002,-0.04127903,0.56478976,-3.442628836,-0.468812373,0.731778845,-0.180828398,0.709614353,-1.043861256
